Book,Chapter,Entity_Type,Entity_Name,Count
05-Deuteronomy,012,GPE,Jordan,1
05-Deuteronomy,012,GPE,Jehovah,1
05-Deuteronomy,013,PERSON,Jehovah,11
05-Deuteronomy,013,GPE,Egypt,2
05-Deuteronomy,013,GPE,Israel,1
05-Deuteronomy,014,PERSON,Jehovah,11
05-Deuteronomy,014,GPE,swan,1
05-Deuteronomy,015,PERSON,Jehovah,14
05-Deuteronomy,015,GPE,Jehovah,1
05-Deuteronomy,015,GPE,Egypt,1
05-Deuteronomy,016,PERSON,Abib,1
05-Deuteronomy,016,PERSON,Jehovah,22
05-Deuteronomy,016,GPE,Egypt,5
05-Deuteronomy,016,TIME,night,1
05-Deuteronomy,016,TIME,all night,1
05-Deuteronomy,016,TIME,the next morning,1
05-Deuteronomy,016,TIME,the evening,1
05-Deuteronomy,016,EVENT,the Festival of Weeks,2
05-Deuteronomy,016,EVENT,the Festival of Booths,2
05-Deuteronomy,016,EVENT,the Festival of Unleavened Bread,1
05-Deuteronomy,017,PERSON,Jehovah,11
05-Deuteronomy,017,PERSON,Law,2
05-Deuteronomy,017,PERSON,Levitical,1
05-Deuteronomy,017,GPE,Israel,3
05-Deuteronomy,017,GPE,Egypt,1
05-Deuteronomy,018,PERSON,Jehovah,18
05-Deuteronomy,018,GPE,Levi,1
05-Deuteronomy,018,GPE,Israel,2
05-Deuteronomy,018,GPE,Horeb,1
05-Deuteronomy,019,PERSON,Jehovah,9
05-Deuteronomy,019,GPE,Israel,1
05-Deuteronomy,020,PERSON,Jehovah,7
05-Deuteronomy,020,GPE,Egypt,1
05-Deuteronomy,020,GPE,Israel,1
05-Deuteronomy,021,PERSON,Jehovah,4
05-Deuteronomy,021,GPE,Jehovah,2
05-Deuteronomy,021,GPE,Israel,3
05-Deuteronomy,021,TIME,all night,1
05-Deuteronomy,022,PERSON,Jehovah,1
05-Deuteronomy,022,GPE,Israel,3
05-Deuteronomy,023,PERSON,Balaam,1
05-Deuteronomy,023,PERSON,Jehovah,10
05-Deuteronomy,023,GPE,Jehovah,6
05-Deuteronomy,023,GPE,Egypt,1
05-Deuteronomy,023,GPE,Balaam,1
05-Deuteronomy,023,GPE,Israel,2
05-Deuteronomy,023,TIME,11 When,1
05-Deuteronomy,023,TIME,evening,1
05-Deuteronomy,024,PERSON,Jehovah,7
05-Deuteronomy,024,GPE,Egypt,3
05-Deuteronomy,025,PERSON,Jehovah,4
05-Deuteronomy,025,GPE,Israel,3
05-Deuteronomy,025,GPE,Egypt,1
05-Deuteronomy,026,PERSON,Jehovah,20
05-Deuteronomy,026,GPE,Egypt,2
05-Deuteronomy,026,GPE,Israel,1
05-Deuteronomy,026,TIME,17 Today,1
05-Deuteronomy,027,PERSON,Jehovah,10
05-Deuteronomy,027,PERSON,Law,2
05-Deuteronomy,027,PERSON,Jordan,1
05-Deuteronomy,027,PERSON,Joseph,1
05-Deuteronomy,027,PERSON,Benjamin,1
05-Deuteronomy,027,PERSON,Reuben,1
05-Deuteronomy,027,PERSON,Dan,1
05-Deuteronomy,027,PERSON,Naphtali,1
05-Deuteronomy,027,GPE,Israel,4
05-Deuteronomy,027,GPE,Jordan,2
05-Deuteronomy,027,GPE,Levi,1
05-Deuteronomy,027,GPE,Judah,1
05-Deuteronomy,027,GPE,Asher,1
05-Deuteronomy,027,GPE,Zebulun,1
05-Deuteronomy,028,PERSON,Jehovah,39
05-Deuteronomy,028,PERSON,Law,1
05-Deuteronomy,028,GPE,Egypt,3
05-Deuteronomy,028,TIME,midday,1
05-Deuteronomy,028,TIME,the morning,1
05-Deuteronomy,028,TIME,evening,1
05-Deuteronomy,029,PERSON,Jehovah,19
05-Deuteronomy,029,PERSON,Sihon,1
05-Deuteronomy,029,PERSON,Abraham,1
05-Deuteronomy,029,PERSON,Isaac,1
05-Deuteronomy,029,PERSON,Jacob,1
05-Deuteronomy,029,GPE,Israel,4
05-Deuteronomy,029,GPE,Moab,1
05-Deuteronomy,029,GPE,Horeb,1
05-Deuteronomy,029,GPE,Egypt,3
05-Deuteronomy,029,GPE,Pharaoh,1
05-Deuteronomy,029,GPE,Bashan,1
05-Deuteronomy,029,GPE,Admah,1
05-Deuteronomy,029,GPE,Zeboiim,1
05-Deuteronomy,029,GPE,Jehovah,1
05-Deuteronomy,030,PERSON,Jehovah,15
05-Deuteronomy,030,PERSON,Law,1
05-Deuteronomy,030,PERSON,Abraham,1
05-Deuteronomy,030,PERSON,Isaac,1
05-Deuteronomy,030,PERSON,Jacob,1
05-Deuteronomy,030,GPE,Jordan,1
05-Deuteronomy,031,PERSON,Jehovah,16
05-Deuteronomy,031,PERSON,Joshua,4
05-Deuteronomy,031,PERSON,Sihon,1
05-Deuteronomy,031,PERSON,Og,1
05-Deuteronomy,031,PERSON,Law,5
05-Deuteronomy,031,PERSON,Call Joshua,1
05-Deuteronomy,031,PERSON,Nun,1
05-Deuteronomy,031,GPE,Israel,7
05-Deuteronomy,031,GPE,Jordan,2
05-Deuteronomy,031,EVENT,the Festival of Booths,1
05-Deuteronomy,032,PERSON,Jehovah,8
05-Deuteronomy,032,PERSON,Adam,1
05-Deuteronomy,032,PERSON,Butter,1
05-Deuteronomy,032,PERSON,Jeshurun,1
05-Deuteronomy,032,PERSON,Infant,1
05-Deuteronomy,032,PERSON,Nun,1
05-Deuteronomy,032,PERSON,Mount Nebo,1
05-Deuteronomy,032,PERSON,Aaron,1
05-Deuteronomy,032,PERSON,Zin,1
05-Deuteronomy,032,GPE,Jehovah,1
05-Deuteronomy,032,GPE,Israel,4
05-Deuteronomy,032,GPE,Bashan,1
05-Deuteronomy,032,GPE,hungerAnd,1
05-Deuteronomy,032,GPE,Jordan,1
05-Deuteronomy,032,GPE,Moab,1
05-Deuteronomy,033,PERSON,Reuben,1
05-Deuteronomy,033,PERSON,Judah,1
05-Deuteronomy,033,PERSON,Thummim,1
05-Deuteronomy,033,PERSON,Urim,1
05-Deuteronomy,033,PERSON,Whom,1
05-Deuteronomy,033,PERSON,Jacob,1
05-Deuteronomy,033,PERSON,Law,1
05-Deuteronomy,033,PERSON,Benjamin,1
05-Deuteronomy,033,PERSON,Joseph,2
05-Deuteronomy,033,PERSON,Jehovah,1
05-Deuteronomy,033,PERSON,Dan,2
05-Deuteronomy,033,PERSON,Naphtali,2
05-Deuteronomy,033,GPE,Sinai,1
05-Deuteronomy,033,GPE,Jacob,1
05-Deuteronomy,033,GPE,Israel,5
05-Deuteronomy,033,GPE,Judah,1
05-Deuteronomy,033,GPE,Massah,1
05-Deuteronomy,033,GPE,Jehovah,3
05-Deuteronomy,033,GPE,Bashan,1
05-Deuteronomy,033,GPE,Asher,2
05-Deuteronomy,033,TIME,27 God,1
05-Deuteronomy,034,PERSON,Jehovah,6
05-Deuteronomy,034,PERSON,Dan,1
05-Deuteronomy,034,PERSON,Naphtali,1
05-Deuteronomy,034,PERSON,Negeb,1
05-Deuteronomy,034,PERSON,4 Jehovah,1
05-Deuteronomy,034,PERSON,Abraham,1
05-Deuteronomy,034,PERSON,Isaac,1
05-Deuteronomy,034,PERSON,Jacob,1
05-Deuteronomy,034,PERSON,Beth,1
05-Deuteronomy,034,PERSON,Joshua,1
05-Deuteronomy,034,PERSON,Nun,1
05-Deuteronomy,034,GPE,Moab,4
05-Deuteronomy,034,GPE,Judah,1
05-Deuteronomy,034,GPE,Zoar,1
05-Deuteronomy,034,GPE,Israel,3
05-Deuteronomy,034,GPE,Egypt,1
05-Deuteronomy,034,GPE,Pharaoh,1
06-Joshua,001,PERSON,Joshua,4
06-Joshua,001,PERSON,Nun,1
06-Joshua,001,PERSON,Law,1
06-Joshua,001,PERSON,Jehovah,7
06-Joshua,001,PERSON,Moses,1
06-Joshua,001,GPE,Jordan,4
06-Joshua,001,GPE,Israel,1
06-Joshua,002,PERSON,Joshua,3
06-Joshua,002,PERSON,Nun,2
06-Joshua,002,PERSON,Shittim,1
06-Joshua,002,PERSON,Rahab,2
06-Joshua,002,PERSON,Jehovah,6
06-Joshua,002,PERSON,Sihon,1
06-Joshua,002,PERSON,Og,1
06-Joshua,002,GPE,Jordan,2
06-Joshua,002,GPE,Egypt,1
06-Joshua,002,TIME,tonight,1
06-Joshua,003,PERSON,Joshua,5
06-Joshua,003,PERSON,Shittim,1
06-Joshua,003,PERSON,Jehovah,5
06-Joshua,003,PERSON,Levitical,1
06-Joshua,003,PERSON,Ark,2
06-Joshua,003,PERSON,Jordan,1
06-Joshua,003,PERSON,Adam,1
06-Joshua,003,GPE,Jordan,10
06-Joshua,003,GPE,Israel,3
06-Joshua,003,GPE,Hivites,1
06-Joshua,003,GPE,Zarethan,1
06-Joshua,003,GPE,the Salt Sea,1
06-Joshua,003,TIME,early in the morning,1
06-Joshua,003,TIME,the night,1
06-Joshua,003,TIME,14 ,1
06-Joshua,004,PERSON,Jehovah,12
06-Joshua,004,PERSON,Joshua,11
06-Joshua,004,PERSON,Ark,1
06-Joshua,004,PERSON,Gilgal,1
06-Joshua,004,GPE,Jordan,17
06-Joshua,004,GPE,Israel,3
06-Joshua,004,GPE,Gilgal,1
06-Joshua,004,TIME,the night,2
06-Joshua,005,PERSON,Jehovah,5
06-Joshua,005,PERSON,Joshua,9
06-Joshua,005,PERSON,Gilgal,2
06-Joshua,005,GPE,Jordan,2
06-Joshua,005,GPE,Israel,2
06-Joshua,005,GPE,Egypt,6
06-Joshua,005,TIME,10 The Israelites,1
06-Joshua,006,PERSON,Jehovah,7
06-Joshua,006,PERSON,Joshua,11
06-Joshua,006,PERSON,Nun,1
06-Joshua,006,PERSON,Ark,1
06-Joshua,006,PERSON,Rahab,2
06-Joshua,006,GPE,Ark.,1
06-Joshua,006,GPE,Jehovah,2
06-Joshua,006,GPE,Israel,3
06-Joshua,006,GPE,Rahab,1
06-Joshua,006,TIME,the night,1
06-Joshua,006,TIME,12 The next morning,1
06-Joshua,007,PERSON,Zerah,3
06-Joshua,007,PERSON,Jehovah,10
06-Joshua,007,PERSON,Joshua,12
06-Joshua,007,PERSON,Zabdi,1
06-Joshua,007,PERSON,Achan,2
06-Joshua,007,GPE,Zabdi,3
06-Joshua,007,GPE,Judah,4
06-Joshua,007,GPE,Bethel,1
06-Joshua,007,GPE,Israel,11
06-Joshua,007,GPE,Jordan,2
06-Joshua,007,GPE,Shinar,1
06-Joshua,007,GPE,Jehovah,1
06-Joshua,007,TIME,the evening,1
06-Joshua,007,TIME,early the next morning,1
06-Joshua,007,TIME,20 Achan,1
06-Joshua,008,PERSON,Jehovah,7
06-Joshua,008,PERSON,Joshua,19
06-Joshua,008,PERSON,Bethel,1
06-Joshua,008,PERSON,Law,1
06-Joshua,008,GPE,Israel,13
06-Joshua,008,GPE,Ai,1
06-Joshua,008,GPE,Jehovah,1
06-Joshua,008,TIME,that night,2
06-Joshua,008,TIME,early in the morning,2
06-Joshua,008,TIME,the evening,1
06-Joshua,009,PERSON,Joshua,9
06-Joshua,009,PERSON,Gilgal,1
06-Joshua,009,PERSON,Jehovah,4
06-Joshua,009,PERSON,Chephirah,1
06-Joshua,009,PERSON,Kiriath-jearim,1
06-Joshua,009,GPE,Jordan,2
06-Joshua,009,GPE,Israel,5
06-Joshua,009,GPE,Egypt,1
06-Joshua,009,GPE,Bashan,1
06-Joshua,009,GPE,Jehovah,1
06-Joshua,010,PERSON,King,1
06-Joshua,010,PERSON,Joshua,26
06-Joshua,010,PERSON,Debir,3
06-Joshua,010,PERSON,Gilgal,2
06-Joshua,010,PERSON,Jehovah,13
06-Joshua,010,PERSON,Beth,2
06-Joshua,010,PERSON,Jashar,1
06-Joshua,010,PERSON,Israelites,1
06-Joshua,010,PERSON,Gezer,1
06-Joshua,010,PERSON,Negeb,1
06-Joshua,010,GPE,Jerusalem,4
06-Joshua,010,GPE,Israel,18
06-Joshua,010,GPE,Jarmuth,3
06-Joshua,010,GPE,Gilgal,3
06-Joshua,010,GPE,Makkedah,6
06-Joshua,010,GPE,Libnah,5
06-Joshua,010,GPE,Goshen,1
06-Joshua,010,TIME,all night,1
06-Joshua,010,TIME,the evening,1
06-Joshua,011,PERSON,Jabin king,1
06-Joshua,011,PERSON,Chinnereth,1
06-Joshua,011,PERSON,Jehovah,8
06-Joshua,011,PERSON,Joshua,13
06-Joshua,011,PERSON,Negeb,1
06-Joshua,011,PERSON,Debir,1
06-Joshua,011,GPE,Madon,1
06-Joshua,011,GPE,Shimron,1
06-Joshua,011,GPE,Hermon,1
06-Joshua,011,GPE,Merom,2
06-Joshua,011,GPE,Israel,8
06-Joshua,011,GPE,Mizpeh,1
06-Joshua,011,GPE,Goshen,1
06-Joshua,011,GPE,Mount Halak,1
06-Joshua,011,GPE,Hebron,1
06-Joshua,011,GPE,Judah,1
06-Joshua,011,GPE,Gath,1
06-Joshua,011,GPE,Ashdod,1
06-Joshua,012,PERSON,Mount Hermon,1
06-Joshua,012,PERSON,King Og,1
06-Joshua,012,PERSON,Jehovah,2
06-Joshua,012,PERSON,Joshua,2
06-Joshua,012,PERSON,Mount Halak,1
06-Joshua,012,PERSON,Negeb,1
06-Joshua,012,PERSON,Bethel,1
06-Joshua,012,PERSON,Gezer,1
06-Joshua,012,PERSON,Geder,1
06-Joshua,012,PERSON,Goiim,1
06-Joshua,012,GPE,Jordan,2
06-Joshua,012,GPE,the Salt Sea,1
06-Joshua,012,GPE,Bashan,2
06-Joshua,012,GPE,Mount Hermon,1
06-Joshua,012,GPE,Baal,1
06-Joshua,012,GPE,Israel,1
06-Joshua,012,GPE,Jerusalem,1
06-Joshua,012,GPE,Jarmuth,1
06-Joshua,012,GPE,Debir,1
06-Joshua,012,GPE,Libnah,1
06-Joshua,012,GPE,Makkedah,1
06-Joshua,012,GPE,Bethel,1
06-Joshua,012,GPE,Aphek,1
06-Joshua,012,GPE,Madon,1
06-Joshua,012,GPE,Carmel,1
06-Joshua,012,GPE,Gilgal,1
06-Joshua,012,TIME,9 The king of Jericho,1
06-Joshua,013,PERSON,Joshua,1
06-Joshua,013,PERSON,Jehovah,3
06-Joshua,013,PERSON,Aphek,1
06-Joshua,013,PERSON,Lebo,1
06-Joshua,013,PERSON,Gadites,1
06-Joshua,013,PERSON,Gilead,1
06-Joshua,013,PERSON,Geshur,1
06-Joshua,013,PERSON,Dibon,1
06-Joshua,013,PERSON,Beth,1
06-Joshua,013,PERSON,Beth-peor,1
06-Joshua,013,PERSON,Beth-jeshimoth,1
06-Joshua,013,PERSON,Zur,1
06-Joshua,013,PERSON,Balaam,1
06-Joshua,013,PERSON,Jazer,1
06-Joshua,013,PERSON,Debir,1
06-Joshua,013,PERSON,Beth-haram,1
06-Joshua,013,PERSON,Beth-nimrah,1
06-Joshua,013,PERSON,Succoth,1
06-Joshua,013,PERSON,King Og,1
06-Joshua,013,PERSON,Edrei,1
06-Joshua,013,GPE,Egypt,1
06-Joshua,013,GPE,Ekron,1
06-Joshua,013,GPE,Baal,1
06-Joshua,013,GPE,Israel,4
06-Joshua,013,GPE,Jordan,5
06-Joshua,013,GPE,Bashan,6
06-Joshua,013,GPE,Og,2
06-Joshua,013,GPE,Edrei,1
06-Joshua,013,GPE,Gad,1
06-Joshua,013,GPE,Rabbah,1
06-Joshua,013,GPE,Jair,1
06-Joshua,013,GPE,Moab,1
06-Joshua,014,PERSON,Israelites,1
06-Joshua,014,PERSON,Joshua,3
06-Joshua,014,PERSON,Nun,1
06-Joshua,014,PERSON,Jehovah,12
06-Joshua,014,PERSON,Joseph,1
06-Joshua,014,PERSON,Judah,1
06-Joshua,014,PERSON,Jephunneh,3
06-Joshua,014,GPE,Israel,3
06-Joshua,014,GPE,Jordan,1
06-Joshua,014,GPE,Gilgal,1
06-Joshua,015,PERSON,Zin,2
06-Joshua,015,PERSON,Negeb,1
06-Joshua,015,PERSON,Addar,1
06-Joshua,015,PERSON,Azmon,1
06-Joshua,015,PERSON,Bohan,1
06-Joshua,015,PERSON,Reuben,1
06-Joshua,015,PERSON,Debir,3
06-Joshua,015,PERSON,Gilgal,1
06-Joshua,015,PERSON,Baalah,1
06-Joshua,015,PERSON,Kiriath-jearim,2
06-Joshua,015,PERSON,Beth,5
06-Joshua,015,PERSON,Jabneel,1
06-Joshua,015,PERSON,Jephunneh,1
06-Joshua,015,PERSON,Judah,1
06-Joshua,015,PERSON,Jehovah,1
06-Joshua,015,PERSON,Joshua,1
06-Joshua,015,PERSON,Achsah,2
06-Joshua,015,PERSON,Othniel,1
06-Joshua,015,PERSON,Eder,1
06-Joshua,015,PERSON,Jagur,1
06-Joshua,015,PERSON,Heshmon,1
06-Joshua,015,PERSON,Beer,1
06-Joshua,015,PERSON,Chesil,1
06-Joshua,015,PERSON,Ziklag,1
06-Joshua,015,PERSON,Shilhim,1
06-Joshua,015,PERSON,Rimmon,1
06-Joshua,015,PERSON,Gederah,1
06-Joshua,015,PERSON,Migdal,1
06-Joshua,015,PERSON,Joktheel,1
06-Joshua,015,PERSON,"Bozkath, Eglon",1
06-Joshua,015,PERSON,"Cabbon, Lahmam",1
06-Joshua,015,PERSON,Chitlish,1
06-Joshua,015,PERSON,Beth-dagon,1
06-Joshua,015,PERSON,Ashan,1
06-Joshua,015,PERSON,Keilah,1
06-Joshua,015,PERSON,Ekron,2
06-Joshua,015,PERSON,Shamir,1
06-Joshua,015,PERSON,Dannah,1
06-Joshua,015,PERSON,Anim,1
06-Joshua,015,PERSON,Timnah,1
06-Joshua,015,PERSON,Beth-arabah,1
06-Joshua,015,PERSON,Middin,1
06-Joshua,015,PERSON,Nibshan,1
06-Joshua,015,GPE,Judah,6
06-Joshua,015,GPE,the Salt Sea,2
06-Joshua,015,GPE,Karka,1
06-Joshua,015,GPE,Egypt,2
06-Joshua,015,GPE,Jordan,2
06-Joshua,015,GPE,Jerusalem,3
06-Joshua,015,GPE,Timnah,1
06-Joshua,015,GPE,Ekron,1
06-Joshua,015,GPE,Anak,3
06-Joshua,015,GPE,Sheshai,1
06-Joshua,015,GPE,Debir,1
06-Joshua,015,GPE,Lower Gulloth,1
06-Joshua,015,GPE,Ithnan,1
06-Joshua,015,GPE,Iim,1
06-Joshua,015,GPE,Ezem,1
06-Joshua,015,GPE,Eshtaol,1
06-Joshua,015,GPE,Zorah,1
06-Joshua,015,GPE,Ashnah,2
06-Joshua,015,GPE,Enam,1
06-Joshua,015,GPE,Socoh,2
06-Joshua,015,GPE,Gederothaim14,1
06-Joshua,015,GPE,Zenan,1
06-Joshua,015,GPE,Mizpeh,1
06-Joshua,015,GPE,Nezib,1
06-Joshua,015,GPE,Achzib,1
06-Joshua,015,GPE,Jattir,1
06-Joshua,015,GPE,Zior,1
06-Joshua,015,GPE,Ziph,1
06-Joshua,015,GPE,Juttah,1
06-Joshua,015,GPE,Kain,1
06-Joshua,015,GPE,Gedor,1
06-Joshua,015,GPE,Rabbah,1
06-Joshua,015,GPE,the City of Salt,1
06-Joshua,015,TIME,5 The eastern boundary,1
06-Joshua,015,TIME,6 ,1
06-Joshua,015,TIME,10 ,1
06-Joshua,016,PERSON,Joseph,2
06-Joshua,016,PERSON,Gezer,2
06-Joshua,016,PERSON,Upper Beth-horon,1
06-Joshua,016,PERSON,Naarah,1
06-Joshua,016,GPE,Jordan,2
06-Joshua,016,GPE,Bethel,2
06-Joshua,017,PERSON,Joseph,5
06-Joshua,017,PERSON,Abi-ezer,1
06-Joshua,017,PERSON,Mahlah,1
06-Joshua,017,PERSON,Noah,1
06-Joshua,017,PERSON,Joshua,4
06-Joshua,017,PERSON,Nun,1
06-Joshua,017,PERSON,Jehovah,3
06-Joshua,017,PERSON,Beth,2
06-Joshua,017,GPE,Bashan,2
06-Joshua,017,GPE,Helek,1
06-Joshua,017,GPE,Jordan,1
06-Joshua,017,GPE,Asher,3
06-Joshua,018,PERSON,Shiloh,1
06-Joshua,018,PERSON,Joshua,5
06-Joshua,018,PERSON,Jehovah,6
06-Joshua,018,PERSON,Judah,1
06-Joshua,018,PERSON,Joseph,2
06-Joshua,018,PERSON,Reuben,2
06-Joshua,018,PERSON,Benjamin,4
06-Joshua,018,PERSON,Beth,2
06-Joshua,018,PERSON,Bethel,2
06-Joshua,018,PERSON,Kiriath-jearim,1
06-Joshua,018,PERSON,Bohan,1
06-Joshua,018,PERSON,Beth-hoglah,1
06-Joshua,018,PERSON,Emek-keziz,1
06-Joshua,018,PERSON,Beth-arabah,1
06-Joshua,018,PERSON,Parah,1
06-Joshua,018,PERSON,Ophni,1
06-Joshua,018,PERSON,Mizpeh,1
06-Joshua,018,PERSON,Chephirah,1
06-Joshua,018,PERSON,Mozah,1
06-Joshua,018,PERSON,Zelah,1
06-Joshua,018,PERSON,Jebusi,1
06-Joshua,018,GPE,Jordan,4
06-Joshua,018,GPE,Shiloh,2
06-Joshua,018,GPE,Judah,2
06-Joshua,018,GPE,Kiriath-jearim,1
06-Joshua,018,GPE,Hinnom,2
06-Joshua,018,GPE,the Salt Sea,1
06-Joshua,018,GPE,Avvim,1
06-Joshua,018,GPE,Ophrah,1
06-Joshua,018,GPE,Jerusalem,1
06-Joshua,018,GPE,Kiriath14,1
06-Joshua,019,PERSON,Beer,1
06-Joshua,019,PERSON,Balah,1
06-Joshua,019,PERSON,Ziklag,1
06-Joshua,019,PERSON,Beth,7
06-Joshua,019,PERSON,Rimmon,2
06-Joshua,019,PERSON,Dabbesheth,1
06-Joshua,019,PERSON,Kattath,1
06-Joshua,019,PERSON,Jezreel,1
06-Joshua,019,PERSON,Shunem,1
06-Joshua,019,PERSON,Kishion,1
06-Joshua,019,PERSON,Ebez,1
06-Joshua,019,PERSON,Hali,1
06-Joshua,019,PERSON,Beten,1
06-Joshua,019,PERSON,Amad,1
06-Joshua,019,PERSON,Rehob,1
06-Joshua,019,PERSON,Hammon,1
06-Joshua,019,PERSON,Kanah,1
06-Joshua,019,PERSON,Hosah,1
06-Joshua,019,PERSON,Aphek,1
06-Joshua,019,PERSON,Heleph,1
06-Joshua,019,PERSON,Jabneel,1
06-Joshua,019,PERSON,Judah,1
06-Joshua,019,PERSON,Rakkath,1
06-Joshua,019,PERSON,Chinnereth,1
06-Joshua,019,PERSON,Edrei,1
06-Joshua,019,PERSON,Horem,1
06-Joshua,019,PERSON,Dan,4
06-Joshua,019,PERSON,Zorah,1
06-Joshua,019,PERSON,Ithlah,1
06-Joshua,019,PERSON,Elon,1
06-Joshua,019,PERSON,Timnah,1
06-Joshua,019,PERSON,Gibbethon,1
06-Joshua,019,PERSON,Jehud,1
06-Joshua,019,PERSON,Gath-rimmon,1
06-Joshua,019,PERSON,Rakkon,1
06-Joshua,019,PERSON,Joppa,1
06-Joshua,019,PERSON,Leshem,1
06-Joshua,019,PERSON,Israelites,1
06-Joshua,019,PERSON,Joshua,2
06-Joshua,019,PERSON,Nun,2
06-Joshua,019,PERSON,Jehovah,2
06-Joshua,019,GPE,Judah,3
06-Joshua,019,GPE,Sheba,1
06-Joshua,019,GPE,Ezem,1
06-Joshua,019,GPE,Zebulun,3
06-Joshua,019,GPE,Hannathon,1
06-Joshua,019,GPE,Shimron,1
06-Joshua,019,GPE,Asher,3
06-Joshua,019,GPE,Carmel,1
06-Joshua,019,GPE,Neiel,1
06-Joshua,019,GPE,Cabul,1
06-Joshua,019,GPE,Ebron,1
06-Joshua,019,GPE,Tyre,1
06-Joshua,019,GPE,Achzib,1
06-Joshua,019,GPE,Jordan,2
06-Joshua,019,GPE,Hukkok,1
06-Joshua,019,GPE,Ziddim,1
06-Joshua,019,GPE,Eshtaol,1
06-Joshua,019,GPE,Ekron,1
06-Joshua,019,GPE,Bene-berak,1
06-Joshua,019,GPE,Israel,1
06-Joshua,019,TIME,10 ,1
06-Joshua,019,TIME,32 The sixth,1
06-Joshua,019,TIME,34 ,1
06-Joshua,020,PERSON,Jehovah,1
06-Joshua,020,PERSON,Joshua,1
06-Joshua,020,PERSON,Reuben,1
06-Joshua,020,PERSON,Golan,1
06-Joshua,020,GPE,Judah,1
06-Joshua,020,GPE,Jordan,1
06-Joshua,020,GPE,Bashan,1
06-Joshua,021,PERSON,Joshua,1
06-Joshua,021,PERSON,Nun,1
06-Joshua,021,PERSON,Shiloh,1
06-Joshua,021,PERSON,Canaan,1
06-Joshua,021,PERSON,Jehovah,6
06-Joshua,021,PERSON,Aaron,4
06-Joshua,021,PERSON,Benjamin,2
06-Joshua,021,PERSON,Dan,2
06-Joshua,021,PERSON,Reuben,2
06-Joshua,021,PERSON,Jephunneh,1
06-Joshua,021,PERSON,Debir,1
06-Joshua,021,PERSON,Beth,2
06-Joshua,021,PERSON,Almon,1
06-Joshua,021,PERSON,Gezer,1
06-Joshua,021,PERSON,Kibzaim,1
06-Joshua,021,PERSON,Golan,1
06-Joshua,021,PERSON,Kishion,1
06-Joshua,021,PERSON,Jarmuth,1
06-Joshua,021,PERSON,Rehob,1
06-Joshua,021,PERSON,Kartah,1
06-Joshua,021,PERSON,Jazer,1
06-Joshua,021,GPE,Israel,3
06-Joshua,021,GPE,Judah,3
06-Joshua,021,GPE,Asher,2
06-Joshua,021,GPE,Bashan,2
06-Joshua,021,GPE,Zebulun,2
06-Joshua,021,GPE,Anak,1
06-Joshua,021,GPE,Libnah,1
06-Joshua,021,GPE,Juttah,1
06-Joshua,021,GPE,Kartan,1
06-Joshua,021,TIME,9 ,1
06-Joshua,022,PERSON,Joshua,4
06-Joshua,022,PERSON,Jehovah,29
06-Joshua,022,PERSON,Shiloh,1
06-Joshua,022,PERSON,Achan,1
06-Joshua,022,PERSON,Zerah,1
06-Joshua,022,PERSON,Reuben,2
06-Joshua,022,GPE,Jordan,6
06-Joshua,022,GPE,Bashan,1
06-Joshua,022,GPE,Israel,9
06-Joshua,022,GPE,Jehovah,6
06-Joshua,022,TIME,9 After,1
06-Joshua,022,TIME,34 So the Reubenites,1
06-Joshua,023,PERSON,Jehovah,17
06-Joshua,023,PERSON,Joshua,2
06-Joshua,023,GPE,Israel,2
06-Joshua,023,GPE,Jordan,1
06-Joshua,024,PERSON,Joshua,13
06-Joshua,024,PERSON,Jehovah,19
06-Joshua,024,PERSON,Terah,1
06-Joshua,024,PERSON,Abraham,2
06-Joshua,024,PERSON,Canaan,1
06-Joshua,024,PERSON,Isaac,2
06-Joshua,024,PERSON,Jacob,3
06-Joshua,024,PERSON,Aaron,2
06-Joshua,024,PERSON,Balak,1
06-Joshua,024,PERSON,Balaam,1
06-Joshua,024,PERSON,Nun,1
06-Joshua,024,PERSON,Joseph,2
06-Joshua,024,PERSON,Israelites,1
06-Joshua,024,GPE,Israel,7
06-Joshua,024,GPE,Egypt,7
06-Joshua,024,GPE,Jordan,2
06-Joshua,024,GPE,Zippor,1
06-Joshua,024,GPE,Moab,1
06-Joshua,024,GPE,Balaam,1
06-Joshua,024,GPE,Shechem,2
06-Joshua,024,GPE,Jehovah,2
07-Judges,001,PERSON,Joshua,1
07-Judges,001,PERSON,Jehovah,4
07-Judges,001,PERSON,Judah,5
07-Judges,001,PERSON,Negeb,1
07-Judges,001,PERSON,Debir,1
07-Judges,001,PERSON,Achsah,2
07-Judges,001,PERSON,Othniel,1
07-Judges,001,PERSON,Zephath,1
07-Judges,001,PERSON,Ekron,1
07-Judges,001,PERSON,Joseph,3
07-Judges,001,PERSON,Bethel,1
07-Judges,001,PERSON,Beth,5
07-Judges,001,PERSON,Gezer,2
07-Judges,001,PERSON,Acco,1
07-Judges,001,PERSON,Ahlab,1
07-Judges,001,PERSON,Rehob,1
07-Judges,001,PERSON,Naphtali,1
07-Judges,001,PERSON,Danites,1
07-Judges,001,GPE,Bezek,2
07-Judges,001,GPE,Jerusalem,4
07-Judges,001,GPE,Judah,4
07-Judges,001,GPE,Sheshai,1
07-Judges,001,GPE,Debir,1
07-Judges,001,GPE,Lower Gulloth,1
07-Judges,001,GPE,Anak,1
