Book,Chapter,Verse,Type,Text
2 chronicles,31,20,GPE,Judah
2 chronicles,31,21,PERSON,Law
2 chronicles,32,1,PERSON,King Sennacherib
2 chronicles,32,1,PERSON,Judah
2 chronicles,32,1,GPE,Assyria
2 chronicles,32,2,PERSON,Hezekiah
2 chronicles,32,2,GPE,Sennacherib
2 chronicles,32,2,GPE,Jerusalem
2 chronicles,32,4,GPE,Assyria
2 chronicles,32,4,OCCUPATION,king
2 chronicles,32,5,GPE,the City of David
2 chronicles,32,7,GPE,Assyria
2 chronicles,32,7,OCCUPATION,king
2 chronicles,32,8,PERSON,Jehovah
2 chronicles,32,8,PERSON,King Hezekiah of Judah
2 chronicles,32,9,PERSON,King Sennacherib
2 chronicles,32,9,PERSON,King Hezekiah of Judah
2 chronicles,32,9,GPE,Assyria
2 chronicles,32,9,GPE,Lachish
2 chronicles,32,9,GPE,Jerusalem
2 chronicles,32,9,GPE,Jerusalem
2 chronicles,32,9,NORP,Judeans
2 chronicles,32,9,OCCUPATION,servant
2 chronicles,32,10,PERSON,King Sennacherib
2 chronicles,32,10,GPE,Jerusalem
2 chronicles,32,11,PERSON,Hezekiah
2 chronicles,32,11,PERSON,Jehovah
2 chronicles,32,11,GPE,Assyria
2 chronicles,32,11,OCCUPATION,king
2 chronicles,32,12,PERSON,Hezekiah
2 chronicles,32,12,GPE,Judah
2 chronicles,32,12,GPE,Jerusalem
2 chronicles,32,15,PERSON,Hezekiah
2 chronicles,32,16,PERSON,Jehovah
2 chronicles,32,16,PERSON,Hezekiah
2 chronicles,32,16,OCCUPATION,servant
2 chronicles,32,16,OCCUPATION,servant
2 chronicles,32,17,PERSON,Jehovah
2 chronicles,32,17,PERSON,Hezekiah
2 chronicles,32,17,GPE,Israel
2 chronicles,32,18,GPE,Jerusalem
2 chronicles,32,18,NORP,Jews
2 chronicles,32,19,GPE,Jerusalem
2 chronicles,32,19,NORP,mans
2 chronicles,32,20,PERSON,King Hezekiah
2 chronicles,32,20,PERSON,Isaiah
2 chronicles,32,20,ORG,Amoz
2 chronicles,32,20,OCCUPATION,prophet
2 chronicles,32,21,PERSON,Jehovah
2 chronicles,32,21,GPE,Assyria
2 chronicles,32,21,OCCUPATION,king
2 chronicles,32,22,PERSON,Jehovah
2 chronicles,32,22,PERSON,Hezekiah
2 chronicles,32,22,GPE,Jerusalem
2 chronicles,32,22,GPE,King Sennacherib of
2 chronicles,32,22,GPE,Assyria
2 chronicles,32,23,PERSON,Jehovah
2 chronicles,32,23,PERSON,King Hezekiah of Judah
2 chronicles,32,23,GPE,Jerusalem
2 chronicles,32,24,PERSON,Hezekiah
2 chronicles,32,24,PERSON,Jehovah
2 chronicles,32,24,DATE,those days
2 chronicles,32,25,PERSON,Hezekiah
2 chronicles,32,25,GPE,Judah
2 chronicles,32,25,GPE,Jerusalem
2 chronicles,32,26,PERSON,Hezekiah
2 chronicles,32,26,DATE,the days of Hezekiah
2 chronicles,32,26,GPE,Jerusalem
2 chronicles,32,26,ORG,Jehovahs
2 chronicles,32,27,PERSON,Hezekiah
2 chronicles,32,27,PERSON,balsam oil
2 chronicles,32,30,PERSON,Hezekiah
2 chronicles,32,30,PERSON,Gihon
2 chronicles,32,30,PERSON,Hezekiah
2 chronicles,32,30,GPE,the City of David
2 chronicles,32,32,PERSON,Hezekiah
2 chronicles,32,32,PERSON,Isaiah
2 chronicles,32,32,GPE,Israel
2 chronicles,32,32,ORG,Amoz
2 chronicles,32,32,OCCUPATION,prophet
2 chronicles,32,32,OCCUPATION,king
2 chronicles,32,33,PERSON,Hezekiah
2 chronicles,32,33,PERSON,David
2 chronicles,32,33,PERSON,Judah
2 chronicles,32,33,GPE,Jerusalem
2 chronicles,32,33,OCCUPATION,king
2 chronicles,33,1,DATE,12 years old
2 chronicles,33,1,DATE,55 years
2 chronicles,33,1,GPE,Jerusalem
2 chronicles,33,1,OCCUPATION,king
2 chronicles,33,2,PERSON,Jehovah
2 chronicles,33,2,GPE,Israel
2 chronicles,33,3,PERSON,Hezekiah
2 chronicles,33,3,ORG,Baals
2 chronicles,33,4,PERSON,Jehovah
2 chronicles,33,4,GPE,Jehovah
2 chronicles,33,4,GPE,Jerusalem
2 chronicles,33,5,GPE,Jehovah
2 chronicles,33,6,ORG,Hinnom
2 chronicles,33,7,PERSON,David
2 chronicles,33,7,PERSON,Solomon
2 chronicles,33,7,GPE,Jerusalem
2 chronicles,33,7,GPE,Israel
2 chronicles,33,8,PERSON,Law
2 chronicles,33,8,GPE,Israel
2 chronicles,33,8,NORP,Moses
2 chronicles,33,9,PERSON,Judah
2 chronicles,33,9,PERSON,Jehovah
2 chronicles,33,9,GPE,Jerusalem
2 chronicles,33,10,ORG,Manasseh
2 chronicles,33,11,PERSON,Jehovah
2 chronicles,33,11,GPE,Assyria
2 chronicles,33,11,OCCUPATION,king
2 chronicles,33,12,PERSON,Jehovah
2 chronicles,33,13,PERSON,Jehovah
2 chronicles,33,13,GPE,Jerusalem
2 chronicles,33,14,PERSON,Ophel
2 chronicles,33,14,GPE,the City of David west
2 chronicles,33,14,GPE,Judah
2 chronicles,33,15,GPE,Jehovah
2 chronicles,33,15,GPE,Jerusalem
2 chronicles,33,15,ORG,the house of Jehovah
2 chronicles,33,16,PERSON,Judah
2 chronicles,33,16,PERSON,Jehovah
2 chronicles,33,16,GPE,Jehovah
2 chronicles,33,16,GPE,Israel
2 chronicles,33,17,PERSON,Jehovah
2 chronicles,33,18,PERSON,Jehovah
2 chronicles,33,18,GPE,Israel
2 chronicles,33,18,GPE,Israel
2 chronicles,33,18,ORG,Manasseh
2 chronicles,33,18,OCCUPATION,king
2 chronicles,33,20,PERSON,Amon
2 chronicles,33,20,OCCUPATION,king
2 chronicles,33,21,PERSON,Amon
2 chronicles,33,21,DATE,22 years old
2 chronicles,33,21,DATE,two years
2 chronicles,33,21,GPE,Jerusalem
2 chronicles,33,21,OCCUPATION,king
2 chronicles,33,22,PERSON,Amon
2 chronicles,33,22,ORG,Manasseh
2 chronicles,33,22,ORG,Manasseh
2 chronicles,33,23,PERSON,Jehovah
2 chronicles,33,23,PERSON,Amon
2 chronicles,33,24,OCCUPATION,servant
2 chronicles,33,25,PERSON,King Amon
2 chronicles,33,25,PERSON,Josiah
2 chronicles,33,25,OCCUPATION,king
2 chronicles,34,1,PERSON,Josiah
2 chronicles,34,1,DATE,eight years old
2 chronicles,34,1,DATE,31 years
2 chronicles,34,1,GPE,Jerusalem
2 chronicles,34,1,OCCUPATION,king
2 chronicles,34,2,PERSON,David
2 chronicles,34,3,PERSON,David
2 chronicles,34,3,PERSON,Judah
2 chronicles,34,3,DATE,the 8th year
2 chronicles,34,3,DATE,the 12th year
2 chronicles,34,3,GPE,Jerusalem
2 chronicles,34,4,ORG,Baals
2 chronicles,34,5,GPE,Judah
2 chronicles,34,5,GPE,Jerusalem
2 chronicles,34,5,OCCUPATION,priest
2 chronicles,34,6,PERSON,Ephraim
2 chronicles,34,6,PERSON,Simeon
2 chronicles,34,6,GPE,Naphtali
2 chronicles,34,6,ORG,Manasseh
2 chronicles,34,7,GPE,Israel
2 chronicles,34,7,GPE,Jerusalem
2 chronicles,34,8,PERSON,Shaphan
2 chronicles,34,8,PERSON,Maaseiah
2 chronicles,34,8,PERSON,Joah
2 chronicles,34,8,PERSON,Jehovah
2 chronicles,34,8,DATE,the 18th year
2 chronicles,34,8,GPE,Azaliah
2 chronicles,34,9,PERSON,Ephraim
2 chronicles,34,9,PERSON,Benjamin
2 chronicles,34,9,GPE,Israel
2 chronicles,34,9,GPE,Judah
2 chronicles,34,9,GPE,Jerusalem
2 chronicles,34,9,ORG,Manasseh
2 chronicles,34,9,OCCUPATION,priest
2 chronicles,34,10,PERSON,Jehovah
2 chronicles,34,10,GPE,Jehovah
2 chronicles,34,11,GPE,Judah
2 chronicles,34,11,OCCUPATION,king
2 chronicles,34,12,GPE,Zechariah
2 chronicles,34,12,GPE,Meshullam
2 chronicles,34,12,GPE,Kohathites
2 chronicles,34,14,GPE,Hilkiah
2 chronicles,34,14,ORG,the house of Jehovah
2 chronicles,34,14,NORP,Moses
2 chronicles,34,14,OCCUPATION,priest
2 chronicles,34,15,PERSON,Hilkiah
2 chronicles,34,15,PERSON,Shaphan
2 chronicles,34,15,PERSON,Hilkiah
2 chronicles,34,15,GPE,Jehovah
2 chronicles,34,16,PERSON,Shaphan
2 chronicles,34,16,OCCUPATION,king
2 chronicles,34,16,OCCUPATION,servant
2 chronicles,34,18,PERSON,Shaphan
2 chronicles,34,18,OCCUPATION,king
2 chronicles,34,18,OCCUPATION,priest
2 chronicles,34,18,OCCUPATION,king
2 chronicles,34,19,PERSON,Law
2 chronicles,34,19,OCCUPATION,king
2 chronicles,34,20,PERSON,Hilkiah
2 chronicles,34,20,PERSON,Asaiah
2 chronicles,34,20,GPE,Shaphan
2 chronicles,34,20,GPE,Micah
2 chronicles,34,20,GPE,Shaphan
2 chronicles,34,20,ORG,Ahikam
2 chronicles,34,20,OCCUPATION,king
2 chronicles,34,20,OCCUPATION,king
2 chronicles,34,20,OCCUPATION,servant
2 chronicles,34,21,PERSON,Jehovah
2 chronicles,34,21,GPE,Jehovah
2 chronicles,34,21,GPE,Israel
2 chronicles,34,21,GPE,Judah
2 chronicles,34,22,PERSON,Hilkiah
2 chronicles,34,22,PERSON,Harhas
2 chronicles,34,22,DATE,the Second Quarter
2 chronicles,34,22,GPE,Jerusalem
2 chronicles,34,22,ORG,Shallum
2 chronicles,34,22,ORG,Tikvah
2 chronicles,34,22,OCCUPATION,king
2 chronicles,34,23,PERSON,Jehovah
2 chronicles,34,23,GPE,Israel
2 chronicles,34,24,PERSON,Jehovah
2 chronicles,34,24,GPE,Judah
2 chronicles,34,24,OCCUPATION,king
2 chronicles,34,26,PERSON,Jehovah
2 chronicles,34,26,GPE,Judah
2 chronicles,34,26,GPE,Jehovah
2 chronicles,34,26,GPE,Israel
2 chronicles,34,26,OCCUPATION,king
2 chronicles,34,27,GPE,Jehovah
2 chronicles,34,28,OCCUPATION,king
2 chronicles,34,29,GPE,Judah
2 chronicles,34,29,GPE,Jerusalem
2 chronicles,34,29,OCCUPATION,king
2 chronicles,34,29,OCCUPATION,elder
2 chronicles,34,30,PERSON,Jehovah
2 chronicles,34,30,GPE,Judah
2 chronicles,34,30,GPE,Jerusalem
2 chronicles,34,30,GPE,Jehovah
2 chronicles,34,30,OCCUPATION,king
2 chronicles,34,30,OCCUPATION,priest
2 chronicles,34,31,PERSON,Jehovah
2 chronicles,34,31,PERSON,Jehovah
2 chronicles,34,31,OCCUPATION,king
2 chronicles,34,32,PERSON,Benjamin
2 chronicles,34,32,GPE,Jerusalem
2 chronicles,34,32,GPE,Jerusalem
2 chronicles,34,33,PERSON,Jehovah
2 chronicles,34,33,PERSON,Jehovah
2 chronicles,34,33,GPE,Israel
2 chronicles,35,1,PERSON,Jehovah
2 chronicles,35,1,DATE,the 14th day
2 chronicles,35,1,DATE,the first month
2 chronicles,35,1,GPE,Jerusalem
2 chronicles,35,2,ORG,the house of Jehovah
2 chronicles,35,2,OCCUPATION,priest
2 chronicles,35,3,PERSON,Jehovah
2 chronicles,35,3,PERSON,Solomon
2 chronicles,35,3,PERSON,David
2 chronicles,35,3,PERSON,Jehovah
2 chronicles,35,3,GPE,Israel
2 chronicles,35,3,GPE,Israel
2 chronicles,35,3,GPE,Israel
2 chronicles,35,3,OCCUPATION,king
2 chronicles,35,4,PERSON,David
2 chronicles,35,4,PERSON,Solomon
2 chronicles,35,4,GPE,Israel
2 chronicles,35,6,PERSON,Jehovah
2 chronicles,35,7,OCCUPATION,king
2 chronicles,35,8,PERSON,Hilkiah
2 chronicles,35,8,PERSON,Jehiel
2 chronicles,35,8,GPE,Zechariah
2 chronicles,35,8,OCCUPATION,priest
2 chronicles,35,8,OCCUPATION,priest
2 chronicles,35,9,PERSON,Conaniah
2 chronicles,35,9,PERSON,Shemaiah
2 chronicles,35,9,PERSON,Hashabiah
2 chronicles,35,9,PERSON,Jeiel
2 chronicles,35,9,PERSON,Levites
2 chronicles,35,9,GPE,Jozabad
2 chronicles,35,10,OCCUPATION,priest
2 chronicles,35,10,OCCUPATION,king
2 chronicles,35,11,PERSON,Passover
2 chronicles,35,11,OCCUPATION,priest
2 chronicles,35,12,PERSON,Jehovah
2 chronicles,35,14,PERSON,Aaron
2 chronicles,35,14,PERSON,Aaron
2 chronicles,35,14,OCCUPATION,priest
2 chronicles,35,14,OCCUPATION,priest
2 chronicles,35,14,OCCUPATION,priest
2 chronicles,35,15,PERSON,Heman
2 chronicles,35,15,PERSON,Jeduthun
2 chronicles,35,15,GPE,David
2 chronicles,35,15,ORG,Asaph
2 chronicles,35,15,ORG,Asaph
2 chronicles,35,15,OCCUPATION,king
2 chronicles,35,16,PERSON,Jehovah
2 chronicles,35,16,PERSON,Passover
2 chronicles,35,16,DATE,that day
2 chronicles,35,16,GPE,Jehovah
2 chronicles,35,16,GPE,King Josiah
2 chronicles,35,17,DATE,seven days
2 chronicles,35,18,PERSON,Samuel
2 chronicles,35,18,PERSON,Josiah
2 chronicles,35,18,DATE,the days
2 chronicles,35,18,GPE,Israel
2 chronicles,35,18,GPE,Israel
2 chronicles,35,18,GPE,Judah
2 chronicles,35,18,GPE,Israel
2 chronicles,35,18,GPE,Jerusalem
2 chronicles,35,18,OCCUPATION,prophet
2 chronicles,35,18,OCCUPATION,king
2 chronicles,35,18,OCCUPATION,priest
2 chronicles,35,19,DATE,the 18th year
2 chronicles,35,19,ORG,Josiahs
2 chronicles,35,20,PERSON,Josiah
2 chronicles,35,20,PERSON,Josiah
2 chronicles,35,20,GPE,Egypt
2 chronicles,35,20,ORG,King Necho
2 chronicles,35,20,ORG,Euphrates
2 chronicles,35,20,NORP,Carchemish
2 chronicles,35,21,PERSON,Judah
2 chronicles,35,21,PERSON,God
2 chronicles,35,21,DATE,today
2 chronicles,35,21,OCCUPATION,king
2 chronicles,35,22,PERSON,Josiah
2 chronicles,35,22,ORG,Necho
2 chronicles,35,23,GPE,King Josiah
2 chronicles,35,23,OCCUPATION,king
2 chronicles,35,23,OCCUPATION,servant
2 chronicles,35,24,PERSON,Josiah
2 chronicles,35,24,GPE,Jerusalem
2 chronicles,35,24,GPE,Judah
2 chronicles,35,24,GPE,Jerusalem
2 chronicles,35,24,OCCUPATION,servant
2 chronicles,35,25,PERSON,Jeremiah
2 chronicles,35,25,PERSON,Josiah
2 chronicles,35,25,PERSON,Josiah
2 chronicles,35,25,DATE,this day
2 chronicles,35,25,GPE,Israel
2 chronicles,35,26,PERSON,Josiah
2 chronicles,35,27,GPE,Israel
2 chronicles,35,27,GPE,Judah
2 chronicles,35,27,OCCUPATION,king
2 chronicles,36,1,PERSON,Jehoahaz
2 chronicles,36,1,GPE,Jerusalem
2 chronicles,36,1,ORG,Josiahs
2 chronicles,36,1,OCCUPATION,king
2 chronicles,36,2,DATE,23 years old
2 chronicles,36,2,DATE,three months
2 chronicles,36,2,GPE,Jehoahaz
2 chronicles,36,2,GPE,Jerusalem
2 chronicles,36,2,OCCUPATION,king
2 chronicles,36,3,GPE,Egypt
2 chronicles,36,3,GPE,Jerusalem
2 chronicles,36,3,OCCUPATION,king
2 chronicles,36,4,PERSON,Eliakim
2 chronicles,36,4,PERSON,Jehoiakim
2 chronicles,36,4,PERSON,Jehoahaz
2 chronicles,36,4,GPE,Egypt
2 chronicles,36,4,GPE,Jehoahaz
2 chronicles,36,4,GPE,Judah
2 chronicles,36,4,GPE,Jerusalem
2 chronicles,36,4,GPE,Egypt
2 chronicles,36,4,ORG,Necho
2 chronicles,36,4,OCCUPATION,king
2 chronicles,36,4,OCCUPATION,king
2 chronicles,36,5,PERSON,Jehoiakim
2 chronicles,36,5,PERSON,Jehovah
2 chronicles,36,5,DATE,25 years old
2 chronicles,36,5,DATE,11 years
2 chronicles,36,5,GPE,Jerusalem
2 chronicles,36,5,OCCUPATION,king
2 chronicles,36,7,PERSON,Nebuchadnezzar
2 chronicles,36,7,GPE,Babylon
2 chronicles,36,8,PERSON,Jehoiakim
2 chronicles,36,8,PERSON,Jehoiachin
2 chronicles,36,8,GPE,Israel
2 chronicles,36,8,GPE,Judah
2 chronicles,36,8,OCCUPATION,king
2 chronicles,36,8,OCCUPATION,king
2 chronicles,36,9,DATE,18 years old
2 chronicles,36,9,DATE,three months
2 chronicles,36,9,DATE,ten days
2 chronicles,36,9,GPE,Jehoiachin
2 chronicles,36,9,GPE,Jerusalem
2 chronicles,36,9,OCCUPATION,king
2 chronicles,36,10,PERSON,Zedekiah
2 chronicles,36,10,DATE,the start of the year
2 chronicles,36,10,GPE,Judah
2 chronicles,36,10,GPE,Jerusalem
2 chronicles,36,10,ORG,King Nebuchadnezzar
2 chronicles,36,10,ORG,the house of Jehovah
2 chronicles,36,10,OCCUPATION,king
2 chronicles,36,11,PERSON,Zedekiah
2 chronicles,36,11,DATE,21 years old
2 chronicles,36,11,DATE,11 years
2 chronicles,36,11,GPE,Jerusalem
2 chronicles,36,11,OCCUPATION,king
2 chronicles,36,12,PERSON,Jehovah
2 chronicles,36,12,PERSON,Jeremiah
2 chronicles,36,12,GPE,Jehovah
2 chronicles,36,12,OCCUPATION,prophet
2 chronicles,36,13,PERSON,Jehovah
2 chronicles,36,13,GPE,Israel
2 chronicles,36,13,ORG,King Nebuchadnezzar
2 chronicles,36,14,PERSON,Jehovah
2 chronicles,36,14,GPE,Jerusalem
2 chronicles,36,14,OCCUPATION,priest
2 chronicles,36,16,PERSON,Jehovah
2 chronicles,36,16,OCCUPATION,prophet
2 chronicles,36,17,NORP,Chaldeans
2 chronicles,36,17,OCCUPATION,king
2 chronicles,36,18,PERSON,Jehovah
2 chronicles,36,18,OCCUPATION,king
2 chronicles,36,19,GPE,Jerusalem
2 chronicles,36,20,GPE,Persia
2 chronicles,36,20,OCCUPATION,servant
2 chronicles,36,21,PERSON,Jeremiah
2 chronicles,36,21,DATE,70 years
2 chronicles,36,22,PERSON,Jehovahs
2 chronicles,36,22,PERSON,Jeremiah
2 chronicles,36,22,PERSON,Jehovah
2 chronicles,36,22,DATE,the first year
2 chronicles,36,22,GPE,Persia
2 chronicles,36,22,GPE,Persia
2 chronicles,36,23,PERSON,Jehovah
2 chronicles,36,23,PERSON,Jehovah
2 chronicles,36,23,GPE,Persia
2 chronicles,36,23,GPE,Jerusalem
2 chronicles,36,23,GPE,Judah
ezra,1,1,PERSON,Jehovahs
ezra,1,1,PERSON,Jeremiah
ezra,1,1,PERSON,Jehovah
ezra,1,1,DATE,the first year
ezra,1,1,GPE,Persia
ezra,1,1,GPE,Persia
ezra,1,2,PERSON,Jehovah
ezra,1,2,GPE,Persia
ezra,1,2,GPE,Jerusalem
ezra,1,2,GPE,Judah
ezra,1,3,GPE,Jerusalem
ezra,1,3,GPE,Judah
ezra,1,3,GPE,Israel
ezra,1,3,GPE,Jerusalem
ezra,1,4,GPE,Jerusalem
ezra,1,5,PERSON,Benjamin
ezra,1,5,GPE,Judah
ezra,1,5,GPE,Jehovah
ezra,1,5,GPE,Jerusalem
ezra,1,5,OCCUPATION,priest
ezra,1,7,PERSON,Nebuchadnezzar
ezra,1,7,GPE,Jerusalem
ezra,1,8,GPE,Persia
ezra,1,8,GPE,Judah
ezra,1,11,GPE,Babylon
ezra,1,11,GPE,Jerusalem
ezra,2,1,PERSON,Babylon
ezra,2,1,GPE,Jerusalem
ezra,2,1,GPE,Judah
ezra,2,2,PERSON,Zerubbabel
ezra,2,2,PERSON,Jeshua
ezra,2,2,PERSON,Mispar
ezra,2,2,GPE,Bilshan
ezra,2,2,GPE,Baanah
ezra,2,2,ORG,Israelite
ezra,2,3,PERSON,Parosh
ezra,2,4,GPE,Shephatiah
ezra,2,5,PERSON,Arah
ezra,2,6,PERSON,Jeshua
ezra,2,6,PERSON,Joab
ezra,2,6,GPE,Pahath
ezra,2,7,ORG,Elam
ezra,2,8,GPE,Zattu
ezra,2,9,GPE,Zaccai
ezra,2,10,PERSON,Bani
ezra,2,11,GPE,Bebai
ezra,2,12,GPE,Azgad
ezra,2,13,ORG,Adonikam
ezra,2,14,ORG,Bigvai
ezra,2,15,ORG,Adin
ezra,2,16,PERSON,Ater
ezra,2,16,PERSON,Hezekiah
ezra,2,17,ORG,Bezai
ezra,2,18,PERSON,Jorah
ezra,2,19,GPE,Hashum
ezra,2,20,GPE,Gibbar
ezra,2,21,ORG,Bethlehem
ezra,2,22,GPE,Netophah
ezra,2,23,GPE,Anathoth
ezra,2,24,DATE,42
ezra,2,24,GPE,Azmaveth
ezra,2,25,GPE,Kiriath jearim
ezra,2,25,GPE,Chephirah
ezra,2,25,GPE,Beeroth
ezra,2,26,PERSON,Geba
ezra,2,27,PERSON,Michmas
ezra,2,28,PERSON,Bethel
ezra,2,29,PERSON,Nebo
ezra,2,29,DATE,52
ezra,2,30,GPE,Magbish
ezra,2,31,ORG,Elam
ezra,2,32,ORG,Harim
ezra,2,33,ORG,"Lod, Hadid"
ezra,2,33,ORG,Ono
ezra,2,34,GPE,Jericho
ezra,2,35,GPE,Senaah
ezra,2,36,PERSON,Jedaiah
ezra,2,36,PERSON,Jeshua
ezra,2,36,OCCUPATION,priest
ezra,2,37,GPE,Immer
ezra,2,38,GPE,Pashhur
ezra,2,39,ORG,Harim
ezra,2,40,PERSON,Jeshua
ezra,2,40,DATE,74
ezra,2,40,GPE,Kadmiel
ezra,2,40,GPE,Hodaviah
ezra,2,41,ORG,Asaph
ezra,2,42,PERSON,Ater
ezra,2,42,GPE,Akkub
ezra,2,42,GPE,Hatita
ezra,2,42,GPE,Shobai
ezra,2,42,ORG,Shallum
ezra,2,42,ORG,Talmon
ezra,2,43,PERSON,Ziha
ezra,2,43,GPE,Tabbaoth
ezra,2,43,ORG,Hasupha
ezra,2,43,OCCUPATION,servant
ezra,2,44,PERSON,Keros
ezra,2,44,GPE,Siaha
ezra,2,44,GPE,Padon
ezra,2,45,PERSON,Lebanah
ezra,2,45,GPE,Akkub
ezra,2,45,ORG,Hagabah
ezra,2,46,GPE,Hagab
ezra,2,46,GPE,Salmai
ezra,2,46,GPE,Hanan
ezra,2,47,PERSON,Giddel
ezra,2,47,GPE,Reaiah
ezra,2,47,ORG,Gahar
ezra,2,48,PERSON,Gazzam
ezra,2,48,GPE,Rezin
ezra,2,48,ORG,Nekoda
ezra,2,49,GPE,Paseah
ezra,2,49,GPE,Besai
ezra,2,50,GPE,Asnah
ezra,2,50,GPE,Nephusim
ezra,2,50,ORG,Meunim
ezra,2,51,PERSON,Hakupha
ezra,2,51,GPE,Bakbuk
ezra,2,51,ORG,Harhur
ezra,2,52,GPE,Mehida
ezra,2,52,ORG,Bazluth
ezra,2,52,ORG,Harsha
ezra,2,53,GPE,Sisera
ezra,2,53,ORG,Barkos
ezra,2,53,ORG,Temah
ezra,2,54,PERSON,Neziah
ezra,2,54,PERSON,Hatipha
ezra,2,55,PERSON,Solomon
ezra,2,55,PERSON,Sophereth
ezra,2,55,NORP,Peruda
ezra,2,55,OCCUPATION,servant
ezra,2,56,PERSON,Jaalah
ezra,2,56,PERSON,Giddel
ezra,2,56,ORG,Darkon
ezra,2,57,PERSON,Ami
ezra,2,57,GPE,Shephatiah
ezra,2,57,GPE,Hattil
ezra,2,57,NORP,Pochereth
ezra,2,58,PERSON,Solomon
ezra,2,58,OCCUPATION,servant
ezra,2,58,OCCUPATION,servant
ezra,2,59,PERSON,Tel harsha
ezra,2,59,GPE,Tel melah
ezra,2,59,GPE,Cherub
ezra,2,59,GPE,Addon
ezra,2,60,PERSON,Delaiah
ezra,2,60,GPE,Tobiah
ezra,2,60,GPE,Nekoda
ezra,2,61,PERSON,Habaiah
ezra,2,61,GPE,Barzillai
ezra,2,61,ORG,Hakkoz
ezra,2,61,OCCUPATION,priest
ezra,2,63,GPE,Thummim
ezra,2,63,ORG,Urim
ezra,2,63,OCCUPATION,priest
ezra,2,65,OCCUPATION,slave
ezra,2,68,GPE,Jerusalem
ezra,2,68,ORG,the house of Jehovah
ezra,2,69,OCCUPATION,priest
ezra,2,70,GPE,Israel
ezra,2,70,OCCUPATION,priest
ezra,2,70,OCCUPATION,servant
ezra,3,1,DATE,the seventh month
ezra,3,1,GPE,Jerusalem
ezra,3,2,PERSON,Jeshua
ezra,3,2,PERSON,Zerubbabel
ezra,3,2,PERSON,Shealtiel
ezra,3,2,GPE,Jehozadak
ezra,3,2,GPE,Israel
ezra,3,2,OCCUPATION,priest
ezra,3,3,PERSON,Jehovah
ezra,3,4,DATE,each day
ezra,3,5,PERSON,Jehovah
ezra,3,5,PERSON,Jehovah
ezra,3,6,PERSON,Jehovah
ezra,3,6,DATE,the first day of the seventh month
ezra,3,7,PERSON,King Cyrus
ezra,3,7,GPE,Lebanon
ezra,3,7,GPE,Joppa
ezra,3,7,GPE,Persia
ezra,3,7,NORP,Sidonians
ezra,3,7,NORP,Tyrians
ezra,3,8,PERSON,Zerubbabel
ezra,3,8,PERSON,Jeshua
ezra,3,8,DATE,the second year
ezra,3,8,DATE,the second month
ezra,3,8,DATE,20 years old
ezra,3,8,GPE,Jerusalem
ezra,3,8,GPE,Jehozadak
ezra,3,8,GPE,Jerusalem
ezra,3,8,GPE,Jehovah
ezra,3,8,ORG,Shealtiel
ezra,3,8,OCCUPATION,priest
ezra,3,9,PERSON,Jeshua
ezra,3,9,GPE,Kadmiel
ezra,3,9,GPE,Judah
ezra,3,9,GPE,Henadad
ezra,3,10,PERSON,Jehovah
ezra,3,10,GPE,Jehovah
ezra,3,10,GPE,Israel
ezra,3,10,ORG,Asaph
ezra,3,10,OCCUPATION,priest
ezra,3,11,PERSON,Jehovah
ezra,3,11,PERSON,Jehovah
ezra,3,11,GPE,Israel
ezra,3,11,ORG,the house of Jehovah
ezra,3,12,OCCUPATION,priest
ezra,4,1,PERSON,Benjamin
ezra,4,1,PERSON,Jehovah
ezra,4,1,GPE,Judah
ezra,4,1,GPE,Israel
ezra,4,2,PERSON,Zerubbabel
ezra,4,2,DATE,the days
ezra,4,2,GPE,Assyria
ezra,4,2,ORG,King Esar
ezra,4,3,PERSON,Zerubbabel
ezra,4,3,PERSON,Jeshua
ezra,4,3,PERSON,Jehovah
ezra,4,3,GPE,Israel
ezra,4,3,GPE,Israel
ezra,4,3,GPE,Persia
ezra,4,3,OCCUPATION,king
ezra,4,4,GPE,Judah
ezra,4,5,PERSON,Darius
ezra,4,5,DATE,all the days
ezra,4,5,GPE,Persia
ezra,4,5,GPE,Persia
ezra,4,6,PERSON,Ahasuerus
ezra,4,6,GPE,Judah
ezra,4,6,GPE,Jerusalem
ezra,4,7,PERSON,Aramaic
ezra,4,7,DATE,the days
ezra,4,7,GPE,King Artaxerxes
ezra,4,7,GPE,Persia
ezra,4,7,GPE,Bishlam
ezra,4,7,ORG,"Mithredath, Tabeel"
ezra,4,7,ORG,Artaxerxes
ezra,4,7,ORG,Aramaic
ezra,4,7,OCCUPATION,king
ezra,4,8,GPE,Shimshai
ezra,4,8,GPE,Jerusalem
ezra,4,8,GPE,King Artaxerxes
ezra,4,8,OCCUPATION,scribe
ezra,4,9,PERSON,Susa
ezra,4,9,GPE,Shimshai
ezra,4,9,NORP,Erech
ezra,4,9,NORP,Babylonians
ezra,4,9,OCCUPATION,scribe
ezra,4,10,PERSON,Asenappar
ezra,4,10,GPE,Samaria
ezra,4,11,OCCUPATION,servant
ezra,4,12,GPE,Jerusalem
ezra,4,12,NORP,Jews
ezra,4,12,OCCUPATION,king
ezra,4,13,OCCUPATION,king
ezra,4,13,OCCUPATION,king
ezra,4,14,OCCUPATION,king
ezra,4,14,OCCUPATION,king
ezra,4,15,OCCUPATION,king
ezra,4,16,OCCUPATION,king
ezra,4,17,GPE,Shimshai
